time,lat,lon,depth,time_in,time_out,duration_minutes,volume_water,sieve_size,wet_weight,dry_weight,wet_weight_vol_water_ratio,dry_weight_vol_water_ratio,total_wet_weight_volume_all_size_fractions_ratio,total_dry_weight_volume_all_size_fractions_ratio,wet_weight_vol_water_ratio_200m_depth,dry_weight_vol_water_ratio_200m_depth,total_wet_weight_volume_all_size_fractions_ratio_200m_depth,total_dry_weight_volume_all_size_fractions_ratio_200m_depth,Cruise_ID
1995-05-10T00:00:00.000Z,31.67083333333333,-64.17083333333333,200,2320,2356,36,433.408,200,1521,242.8,3.51,0.56,22.9,3.49,701.79,112.04,4580.26,697.82,10080
1995-05-10T00:00:00.000Z,31.67083333333333,-64.17083333333333,200,2320,2356,36,433.408,500,2156,300.4,4.97,0.69,22.9,3.49,994.91,138.62,4580.26,697.82,10080
1995-05-10T00:00:00.000Z,31.67083333333333,-64.17083333333333,200,2320,2356,36,433.408,1000,2551,395.8,5.89,0.91,22.9,3.49,1177.09,182.65,4580.26,697.82,10080
1995-05-10T00:00:00.000Z,31.67083333333333,-64.17083333333333,200,2320,2356,36,433.408,2000,3080,477.6,7.11,1.1,22.9,3.49,1421.29,220.39,4580.26,697.82,10080
1995-05-10T00:00:00.000Z,31.67083333333333,-64.17083333333333,200,2320,2356,36,433.408,5000,618,95.6,1.43,0.22,22.9,3.49,285.18,44.12,4580.26,697.82,10080
1995-05-10T00:00:00.000Z,31.674166666666665,-64.16805555555554,185,2237,2310,33,399.226,200,271,118.8,0.68,0.3,11.19,2.06,135.56,59.52,2237.13,411.6,10080
1995-05-10T00:00:00.000Z,31.674166666666665,-64.16805555555554,185,2237,2310,33,399.226,500,1381,215,3.46,0.54,11.19,2.06,691.74,107.71,2237.13,411.6,10080
1995-05-10T00:00:00.000Z,31.674166666666665,-64.16805555555554,185,2237,2310,33,399.226,1000,1136,199,2.85,0.5,11.19,2.06,569,99.69,2237.13,411.6,10080
1995-05-10T00:00:00.000Z,31.674166666666665,-64.16805555555554,185,2237,2310,33,399.226,2000,1307,232.6,3.27,0.58,11.19,2.06,654.67,116.53,2237.13,411.6,10080
1995-05-10T00:00:00.000Z,31.674166666666665,-64.16805555555554,185,2237,2310,33,399.226,5000,372,56.2,0.93,0.14,11.19,2.06,186.16,28.15,2237.13,411.6,10080
1995-05-11T00:00:00.000Z,31.66583333333333,-64.19333333333334,200,1015,1046,31,367.44199999999995,200,175,107.6,0.48,0.29,12.72,2.3,95.36,58.57,2543.42,459.39,10080
1995-05-11T00:00:00.000Z,31.66583333333333,-64.19333333333334,200,1015,1046,31,367.44199999999995,500,773,183,2.1,0.5,12.72,2.3,420.53,99.61,2543.42,459.39,10080
1995-05-11T00:00:00.000Z,31.66583333333333,-64.19333333333334,200,1015,1046,31,367.44199999999995,1000,2309,294.2,6.28,0.8,12.72,2.3,1256.8,160.13,2543.42,459.39,10080
1995-05-11T00:00:00.000Z,31.66583333333333,-64.19333333333334,200,1015,1046,31,367.44199999999995,2000,1387,249,3.77,0.68,12.72,2.3,754.73,135.53,2543.42,459.39,10080
1995-05-11T00:00:00.000Z,31.66583333333333,-64.19333333333334,200,1015,1046,31,367.44199999999995,5000,29,10.2,0.08,0.03,12.72,2.3,16,5.55,2543.42,459.39,10080
1995-05-11T00:00:00.000Z,31.666944444444447,-64.19222222222223,200,1049,1119,30,365.353,200,797,223.8,2.18,0.61,10.91,2.53,436.18,122.51,2182.55,505.05,10080
1995-05-11T00:00:00.000Z,31.666944444444447,-64.19222222222223,200,1049,1119,30,365.353,500,704,208,1.93,0.57,10.91,2.53,385.49,113.86,2182.55,505.05,10080
1995-05-11T00:00:00.000Z,31.666944444444447,-64.19222222222223,200,1049,1119,30,365.353,1000,1011,203.8,2.77,0.56,10.91,2.53,553.22,111.56,2182.55,505.05,10080
1995-05-11T00:00:00.000Z,31.666944444444447,-64.19222222222223,200,1049,1119,30,365.353,2000,1333,227.4,3.65,0.62,10.91,2.53,729.92,124.48,2182.55,505.05,10080
1995-05-11T00:00:00.000Z,31.666944444444447,-64.19222222222223,200,1049,1119,30,365.353,5000,142,59.6,0.39,0.16,10.91,2.53,77.73,32.63,2182.55,505.05,10080
1995-06-13T00:00:00.000Z,31.718055555555555,-64.13722222222222,250,1006,1039,33,425.849,200,156,152.8,0.37,0.36,1.63,1.4,73.08,71.76,326.5,280.94,10081
1995-06-13T00:00:00.000Z,31.718055555555555,-64.13722222222222,250,1006,1039,33,425.849,500,179,173.6,0.42,0.41,1.63,1.4,84.07,81.53,326.5,280.94,10081
1995-06-13T00:00:00.000Z,31.718055555555555,-64.13722222222222,250,1006,1039,33,425.849,1000,126,108.8,0.3,0.26,1.63,1.4,59.36,51.1,326.5,280.94,10081
1995-06-13T00:00:00.000Z,31.718055555555555,-64.13722222222222,250,1006,1039,33,425.849,2000,136,90.6,0.32,0.21,1.63,1.4,64.06,42.55,326.5,280.94,10081
1995-06-13T00:00:00.000Z,31.718055555555555,-64.13722222222222,250,1006,1039,33,425.849,5000,98,72.4,0.23,0.17,1.63,1.4,45.93,34,326.5,280.94,10081
1995-06-13T00:00:00.000Z,31.718611111111112,-64.13555555555557,165,1044,1113,29,294.61400000000003,200,134,136.2,0.45,0.46,3.11,2.17,90.69,92.46,621.56,433.24,10081
1995-06-13T00:00:00.000Z,31.718611111111112,-64.13555555555557,165,1044,1113,29,294.61400000000003,500,429,206.6,1.46,0.7,3.11,2.17,291.36,140.25,621.56,433.24,10081
1995-06-13T00:00:00.000Z,31.718611111111112,-64.13555555555557,165,1044,1113,29,294.61400000000003,1000,119,110.2,0.4,0.37,3.11,2.17,80.92,74.81,621.56,433.24,10081
1995-06-13T00:00:00.000Z,31.718611111111112,-64.13555555555557,165,1044,1113,29,294.61400000000003,2000,144,95.6,0.49,0.32,3.11,2.17,97.62,64.9,621.56,433.24,10081
1995-06-13T00:00:00.000Z,31.718611111111112,-64.13555555555557,165,1044,1113,29,294.61400000000003,5000,90,89.6,0.3,0.3,3.11,2.17,60.96,60.83,621.56,433.24,10081
1995-06-13T00:00:00.000Z,31.829444444444448,-63.99138888888889,226,2325,8,43,659.503,200,137,136.4,0.21,0.21,7.12,2.2,41.67,41.36,1423.25,440.7,10081
1995-06-13T00:00:00.000Z,31.829444444444448,-63.99138888888889,226,2325,8,43,659.503,500,1146,327.4,1.74,0.5,7.12,2.2,347.47,99.29,1423.25,440.7,10081
1995-06-13T00:00:00.000Z,31.829444444444448,-63.99138888888889,226,2325,8,43,659.503,1000,1274,352,1.93,0.53,7.12,2.2,386.29,106.75,1423.25,440.7,10081
1995-06-13T00:00:00.000Z,31.829444444444448,-63.99138888888889,226,2325,8,43,659.503,2000,1323,415.2,2.01,0.63,7.12,2.2,401.33,125.91,1423.25,440.7,10081
1995-06-13T00:00:00.000Z,31.829444444444448,-63.99138888888889,226,2325,8,43,659.503,5000,813,222.2,1.23,0.34,7.12,2.2,246.49,67.38,1423.25,440.7,10081
1995-06-14T00:00:00.000Z,31.829444444444448,-63.967777777777776,168,16,42,26,488.20300000000003,200,230,222.4,0.47,0.46,10.71,3.36,94.3,91.11,2142.22,672.75,10081
1995-06-14T00:00:00.000Z,31.829444444444448,-63.967777777777776,168,16,42,26,488.20300000000003,500,1393,375.4,2.85,0.77,10.71,3.36,570.5,153.79,2142.22,672.75,10081
1995-06-14T00:00:00.000Z,31.829444444444448,-63.967777777777776,168,16,42,26,488.20300000000003,1000,1693,439.2,3.47,0.9,10.71,3.36,693.56,179.93,2142.22,672.75,10081
1995-06-14T00:00:00.000Z,31.829444444444448,-63.967777777777776,168,16,42,26,488.20300000000003,2000,1586,458.6,3.25,0.94,10.71,3.36,649.81,187.87,2142.22,672.75,10081
1995-06-14T00:00:00.000Z,31.829444444444448,-63.967777777777776,168,16,42,26,488.20300000000003,5000,327,146.6,0.67,0.3,10.71,3.36,134.04,60.06,2142.22,672.75,10081
1995-07-11T00:00:00.000Z,31.635,-64.2013888888889,160,1011,1046,35,320.877,200,923,218,2.88,0.68,15.31,2.81,575.17,135.88,3062.36,561.96,10082
1995-07-11T00:00:00.000Z,31.635,-64.2013888888889,160,1011,1046,35,320.877,500,1884,291.4,5.87,0.91,15.31,2.81,1174.53,181.63,3062.36,561.96,10082
1995-07-11T00:00:00.000Z,31.635,-64.2013888888889,160,1011,1046,35,320.877,1000,1384,204.6,4.31,0.64,15.31,2.81,862.76,127.53,3062.36,561.96,10082
1995-07-11T00:00:00.000Z,31.635,-64.2013888888889,160,1011,1046,35,320.877,2000,506,98.6,1.58,0.31,15.31,2.81,315.64,61.46,3062.36,561.96,10082
1995-07-11T00:00:00.000Z,31.635,-64.2013888888889,160,1011,1046,35,320.877,5000,215,89,0.67,0.28,15.31,2.81,134.26,55.47,3062.36,561.96,10082
1995-07-11T00:00:00.000Z,31.651111111111113,-64.22694444444444,195,1052,1129,37,481.418,200,1571,295.4,3.26,0.61,14.39,2.39,652.82,122.72,2878.16,478.42,10082
1995-07-11T00:00:00.000Z,31.651111111111113,-64.22694444444444,195,1052,1129,37,481.418,500,2570,351,5.34,0.73,14.39,2.39,1067.51,145.82,2878.16,478.42,10082
1995-07-11T00:00:00.000Z,31.651111111111113,-64.22694444444444,195,1052,1129,37,481.418,1000,2089,298.6,4.34,0.62,14.39,2.39,867.85,124.05,2878.16,478.42,10082
1995-07-11T00:00:00.000Z,31.651111111111113,-64.22694444444444,195,1052,1129,37,481.418,2000,586,133.6,1.22,0.28,14.39,2.39,243.45,55.5,2878.16,478.42,10082
1995-07-11T00:00:00.000Z,31.651111111111113,-64.22694444444444,195,1052,1129,37,481.418,5000,112,73,0.23,0.15,14.39,2.39,46.53,30.33,2878.16,478.42,10082
1995-07-11T00:00:00.000Z,31.660555555555554,-64.15527777777778,135,111,139,28,386.12,200,1516,248,3.93,0.64,21.58,3.37,785.04,128.46,4317,673.68,10082
1995-07-11T00:00:00.000Z,31.660555555555554,-64.15527777777778,135,111,139,28,386.12,500,2382,334.6,6.17,0.87,21.58,3.37,1234.02,173.31,4317,673.68,10082
1995-07-11T00:00:00.000Z,31.660555555555554,-64.15527777777778,135,111,139,28,386.12,1000,2231,319.8,5.78,0.83,21.58,3.37,1155.39,165.65,4317,673.68,10082
1995-07-11T00:00:00.000Z,31.660555555555554,-64.15527777777778,135,111,139,28,386.12,2000,1927,338,4.99,0.88,21.58,3.37,997.93,175.07,4317,673.68,10082
1995-07-11T00:00:00.000Z,31.660555555555554,-64.15527777777778,135,111,139,28,386.12,5000,279,60.2,0.72,0.16,21.58,3.37,144.62,31.18,4317,673.68,10082
1995-07-11T00:00:00.000Z,31.667222222222218,-64.1688888888889,118,23,105,42,899.6569999999999,200,4096,563,4.55,0.63,22.85,2.91,910.66,125.16,4569.21,581.42,10082
1995-07-11T00:00:00.000Z,31.667222222222218,-64.1688888888889,118,23,105,42,899.6569999999999,500,5663,693,6.29,0.77,22.85,2.91,1258.92,154.06,4569.21,581.42,10082
1995-07-11T00:00:00.000Z,31.667222222222218,-64.1688888888889,118,23,105,42,899.6569999999999,1000,5247,664.8,5.83,0.74,22.85,2.91,1166.49,147.79,4569.21,581.42,10082
1995-07-11T00:00:00.000Z,31.667222222222218,-64.1688888888889,118,23,105,42,899.6569999999999,2000,3490,477.2,3.88,0.53,22.85,2.91,775.85,106.08,4569.21,581.42,10082
1995-07-11T00:00:00.000Z,31.667222222222218,-64.1688888888889,118,23,105,42,899.6569999999999,5000,2057,217.4,2.29,0.24,22.85,2.91,457.29,48.33,4569.21,581.42,10082
1995-08-18T00:00:00.000Z,31.65055555555556,-64.14055555555555,155,2257,2348,51,1378.986,200,4371,517.8,3.17,0.38,14.86,1.89,634,75.1,2971.49,377.55,10083
1995-08-18T00:00:00.000Z,31.65055555555556,-64.14055555555555,155,2257,2348,51,1378.986,500,4549,574.2,3.3,0.42,14.86,1.89,659.79,83.28,2971.49,377.55,10083
1995-08-18T00:00:00.000Z,31.65055555555556,-64.14055555555555,155,2257,2348,51,1378.986,1000,6851,786,4.97,0.57,14.86,1.89,993.63,114,2971.49,377.55,10083
1995-08-18T00:00:00.000Z,31.65055555555556,-64.14055555555555,155,2257,2348,51,1378.986,2000,4297,594.8,3.12,0.43,14.86,1.89,623.21,86.27,2971.49,377.55,10083
1995-08-18T00:00:00.000Z,31.65055555555556,-64.14055555555555,155,2257,2348,51,1378.986,5000,420,130.4,0.3,0.09,14.86,1.89,60.86,18.91,2971.49,377.55,10083
1995-08-18T00:00:00.000Z,31.660277777777768,-64.15333333333334,195,2208,2249,41,1364.1779999999999,200,3650,489.6,2.68,0.36,13.95,1.99,535.12,71.78,2790.37,397.1,10083
1995-08-18T00:00:00.000Z,31.660277777777768,-64.15333333333334,195,2208,2249,41,1364.1779999999999,500,6730,729.6,4.93,0.53,13.95,1.99,986.73,106.97,2790.37,397.1,10083
1995-08-18T00:00:00.000Z,31.660277777777768,-64.15333333333334,195,2208,2249,41,1364.1779999999999,1000,4338,590,3.18,0.43,13.95,1.99,635.93,86.5,2790.37,397.1,10083
1995-08-18T00:00:00.000Z,31.660277777777768,-64.15333333333334,195,2208,2249,41,1364.1779999999999,2000,2863,536.4,2.1,0.39,13.95,1.99,419.71,78.64,2790.37,397.1,10083
1995-08-18T00:00:00.000Z,31.660277777777768,-64.15333333333334,195,2208,2249,41,1364.1779999999999,5000,1452,363,1.06,0.27,13.95,1.99,212.88,53.22,2790.37,397.1,10083
1995-09-12T00:00:00.000Z,31.65138888888889,-64.19861111111112,150,1030,1116,46,1334.046,200,3138,385.6,2.35,0.29,9.6,1.09,470.51,57.81,1919.45,218.25,10084
1995-09-12T00:00:00.000Z,31.65138888888889,-64.19861111111112,150,1030,1116,46,1334.046,500,6309,654,4.73,0.49,9.6,1.09,945.84,98.05,1919.45,218.25,10084
1995-09-12T00:00:00.000Z,31.65138888888889,-64.19861111111112,150,1030,1116,46,1334.046,1000,1353,165.8,1.01,0.12,9.6,1.09,202.78,24.86,1919.45,218.25,10084
1995-09-12T00:00:00.000Z,31.65138888888889,-64.19861111111112,150,1030,1116,46,1334.046,2000,1887,220.8,1.41,0.17,9.6,1.09,282.84,33.1,1919.45,218.25,10084
1995-09-12T00:00:00.000Z,31.65138888888889,-64.19861111111112,150,1030,1116,46,1334.046,5000,117,29.6,0.09,0.02,9.6,1.09,17.48,4.44,1919.45,218.25,10084
1995-09-12T00:00:00.000Z,31.67055555555556,-64.17472222222223,200,2345,18,33,495.14300000000003,200,252,114.8,0.51,0.23,4.64,1.22,101.95,46.37,927.65,244.86,10084
1995-09-12T00:00:00.000Z,31.67055555555556,-64.17472222222223,200,2345,18,33,495.14300000000003,500,762,181.2,1.54,0.37,4.64,1.22,307.63,73.19,927.65,244.86,10084
1995-09-12T00:00:00.000Z,31.67055555555556,-64.17472222222223,200,2345,18,33,495.14300000000003,1000,748,174.8,1.51,0.35,4.64,1.22,301.97,70.61,927.65,244.86,10084
1995-09-12T00:00:00.000Z,31.67055555555556,-64.17472222222223,200,2345,18,33,495.14300000000003,2000,520,134.8,1.05,0.27,4.64,1.22,210.12,54.45,927.65,244.86,10084
1995-09-12T00:00:00.000Z,31.67055555555556,-64.17472222222223,200,2345,18,33,495.14300000000003,5000,15,0.6,0.03,0,4.64,1.22,5.98,0.24,927.65,244.86,10084
1995-09-12T00:00:00.000Z,31.67166666666667,-64.19361111111111,160,1128,1224,56,1237.226,200,3337,444.8,2.7,0.36,10.86,1.31,539.47,71.9,2172.7,262.88,10084
1995-09-12T00:00:00.000Z,31.67166666666667,-64.19361111111111,160,1128,1224,56,1237.226,500,3972,516.6,3.21,0.42,10.86,1.31,642.15,83.51,2172.7,262.88,10084
1995-09-12T00:00:00.000Z,31.67166666666667,-64.19361111111111,160,1128,1224,56,1237.226,1000,1215,180,0.98,0.15,10.86,1.31,196.34,29.1,2172.7,262.88,10084
1995-09-12T00:00:00.000Z,31.67166666666667,-64.19361111111111,160,1128,1224,56,1237.226,2000,3033,353.2,2.45,0.29,10.86,1.31,490.36,57.1,2172.7,262.88,10084
1995-09-12T00:00:00.000Z,31.67166666666667,-64.19361111111111,160,1128,1224,56,1237.226,5000,1883,131.6,1.52,0.11,10.86,1.31,304.39,21.27,2172.7,262.88,10084
1995-09-12T00:00:00.000Z,31.6725,-64.1736111111111,245,2259,2339,40,542.9730000000001,200,802,170.2,1.48,0.31,6.3,1.35,295.41,62.69,1260.62,269.33,10084
1995-09-12T00:00:00.000Z,31.6725,-64.1736111111111,245,2259,2339,40,542.9730000000001,500,1067,193,1.96,0.36,6.3,1.35,392.87,71.09,1260.62,269.33,10084
1995-09-12T00:00:00.000Z,31.6725,-64.1736111111111,245,2259,2339,40,542.9730000000001,1000,906,201.8,1.67,0.37,6.3,1.35,333.79,74.33,1260.62,269.33,10084
1995-09-12T00:00:00.000Z,31.6725,-64.1736111111111,245,2259,2339,40,542.9730000000001,2000,626,164.8,1.15,0.3,6.3,1.35,230.58,60.7,1260.62,269.33,10084
1995-09-12T00:00:00.000Z,31.6725,-64.1736111111111,245,2259,2339,40,542.9730000000001,5000,22,1.4,0.04,0,6.3,1.35,7.96,0.52,1260.62,269.33,10084
1995-10-10T00:00:00.000Z,31.668888888888887,-64.18027777777779,140,2308,2340,32,746.778,200,1040,284.2,1.39,0.38,7.55,2.22,278.42,76.11,1509.53,443.99,10085
1995-10-10T00:00:00.000Z,31.668888888888887,-64.18027777777779,140,2308,2340,32,746.778,500,1323,365.6,1.77,0.49,7.55,2.22,354.38,97.91,1509.53,443.99,10085
1995-10-10T00:00:00.000Z,31.668888888888887,-64.18027777777779,140,2308,2340,32,746.778,1000,1298,368.8,1.74,0.49,7.55,2.22,347.73,98.77,1509.53,443.99,10085
1995-10-10T00:00:00.000Z,31.668888888888887,-64.18027777777779,140,2308,2340,32,746.778,2000,1809,511.4,2.42,0.68,7.55,2.22,484.43,136.96,1509.53,443.99,10085
1995-10-10T00:00:00.000Z,31.668888888888887,-64.18027777777779,140,2308,2340,32,746.778,5000,166,127.8,0.22,0.17,7.55,2.22,44.56,34.23,1509.53,443.99,10085
1995-10-10T00:00:00.000Z,31.676111111111112,-64.17638888888891,205,2348,18,30,482.76,200,1227,233.6,2.54,0.48,11.2,1.77,508.24,96.78,2239.13,353.3,10085
1995-10-10T00:00:00.000Z,31.676111111111112,-64.17638888888891,205,2348,18,30,482.76,500,1279,180.6,2.65,0.37,11.2,1.77,530.04,74.82,2239.13,353.3,10085
1995-10-10T00:00:00.000Z,31.676111111111112,-64.17638888888891,205,2348,18,30,482.76,1000,1671,231.8,3.46,0.48,11.2,1.77,692.44,96.03,2239.13,353.3,10085
1995-10-10T00:00:00.000Z,31.676111111111112,-64.17638888888891,205,2348,18,30,482.76,2000,1146,183,2.37,0.38,11.2,1.77,474.69,75.81,2239.13,353.3,10085
1995-10-10T00:00:00.000Z,31.676111111111112,-64.17638888888891,205,2348,18,30,482.76,5000,81,23.8,0.17,0.05,11.2,1.77,33.72,9.86,2239.13,353.3,10085
1995-10-10T00:00:00.000Z,31.68833333333333,-64.18944444444446,190,1307,1339,32,563.069,200,695,204.6,1.23,0.36,4.1,1.08,246.86,72.67,820.72,216.17,10085
1995-10-10T00:00:00.000Z,31.68833333333333,-64.18944444444446,190,1307,1339,32,563.069,500,736,180,1.31,0.32,4.1,1.08,261.5,63.94,820.72,216.17,10085
1995-10-10T00:00:00.000Z,31.68833333333333,-64.18944444444446,190,1307,1339,32,563.069,1000,354,97.8,0.63,0.17,4.1,1.08,125.6,34.74,820.72,216.17,10085
1995-10-10T00:00:00.000Z,31.68833333333333,-64.18944444444446,190,1307,1339,32,563.069,2000,386,95,0.69,0.17,4.1,1.08,137.25,33.74,820.72,216.17,10085
1995-10-10T00:00:00.000Z,31.68833333333333,-64.18944444444446,190,1307,1339,32,563.069,5000,139,31.2,0.25,0.06,4.1,1.08,49.51,11.08,820.72,216.17,10085
1995-10-10T00:00:00.000Z,31.70138888888889,-64.19138888888891,200,1348,1415,27,470.686,200,415,130.2,0.88,0.28,2.55,0.8,176.34,55.32,509.3,159.17,10085
1995-10-10T00:00:00.000Z,31.70138888888889,-64.19138888888891,200,1348,1415,27,470.686,500,453,119,0.96,0.25,2.55,0.8,192.48,50.56,509.3,159.17,10085
1995-10-10T00:00:00.000Z,31.70138888888889,-64.19138888888891,200,1348,1415,27,470.686,1000,240,70.8,0.51,0.15,2.55,0.8,102.15,30.08,509.3,159.17,10085
1995-10-10T00:00:00.000Z,31.70138888888889,-64.19138888888891,200,1348,1415,27,470.686,2000,57,44.2,0.12,0.09,2.55,0.8,24.13,18.78,509.3,159.17,10085
1995-10-10T00:00:00.000Z,31.70138888888889,-64.19138888888891,200,1348,1415,27,470.686,5000,33,10.4,0.07,0.02,2.55,0.8,14.19,4.42,509.3,159.17,10085
1995-11-06T00:00:00.000Z,31.665555555555553,-64.17333333333333,175,1120,1147,27,635.0980000000001,200,1046,176.2,1.65,0.28,4.5,0.9,329.34,55.49,900.33,180.76,10086
1995-11-06T00:00:00.000Z,31.665555555555553,-64.17333333333333,175,1120,1147,27,635.0980000000001,500,934,183.2,1.47,0.29,4.5,0.9,294.06,57.69,900.33,180.76,10086
1995-11-06T00:00:00.000Z,31.665555555555553,-64.17333333333333,175,1120,1147,27,635.0980000000001,1000,709,164.2,1.12,0.26,4.5,0.9,223.15,51.71,900.33,180.76,10086
1995-11-06T00:00:00.000Z,31.665555555555553,-64.17333333333333,175,1120,1147,27,635.0980000000001,2000,136,36.2,0.21,0.06,4.5,0.9,42.83,11.4,900.33,180.76,10086
1995-11-06T00:00:00.000Z,31.665555555555553,-64.17333333333333,175,1120,1147,27,635.0980000000001,5000,35,14.2,0.05,0.02,4.5,0.9,10.96,4.47,900.33,180.76,10086
1995-11-06T00:00:00.000Z,31.669166666666666,-64.17083333333333,205,1045,1113,28,518,200,814,154.8,1.57,0.3,3.7,0.81,314.13,59.77,739.77,161.54,10086
1995-11-06T00:00:00.000Z,31.669166666666666,-64.17083333333333,205,1045,1113,28,518,500,616,151,1.19,0.29,3.7,0.81,237.76,58.3,739.77,161.54,10086
1995-11-06T00:00:00.000Z,31.669166666666666,-64.17083333333333,205,1045,1113,28,518,1000,324,93,0.62,0.18,3.7,0.81,124.94,35.91,739.77,161.54,10086
1995-11-06T00:00:00.000Z,31.669166666666666,-64.17083333333333,205,1045,1113,28,518,2000,158,15.4,0.3,0.03,3.7,0.81,60.93,5.95,739.77,161.54,10086
1995-11-06T00:00:00.000Z,31.669166666666666,-64.17083333333333,205,1045,1113,28,518,5000,5,4.2,0.01,0.01,3.7,0.81,2.01,1.62,739.77,161.54,10086
1995-12-15T00:00:00.000Z,31.66694444444445,-64.1525,160,119,148,29,562.992,200,1664,335.8,2.95,0.6,16.21,2.78,590.99,119.29,3242.6,556.24,10087
1995-12-15T00:00:00.000Z,31.66694444444445,-64.1525,160,119,148,29,562.992,500,1901,336,3.38,0.6,16.21,2.78,675.25,119.36,3242.6,556.24,10087
1995-12-15T00:00:00.000Z,31.66694444444445,-64.1525,160,119,148,29,562.992,1000,2450,361.2,4.35,0.64,16.21,2.78,870.49,128.31,3242.6,556.24,10087
1995-12-15T00:00:00.000Z,31.66694444444445,-64.1525,160,119,148,29,562.992,2000,1890,329.2,3.36,0.58,16.21,2.78,671.55,116.95,3242.6,556.24,10087
1995-12-15T00:00:00.000Z,31.66694444444445,-64.1525,160,119,148,29,562.992,5000,1223,203.6,2.17,0.36,16.21,2.78,434.32,72.33,3242.6,556.24,10087
1995-12-15T00:00:00.000Z,31.67361111111111,-64.1736111111111,250,204,240,36,758.4639999999999,200,971,251.4,1.28,0.33,7.33,1.67,255.94,66.29,1466.86,333.89,10087
1995-12-15T00:00:00.000Z,31.67361111111111,-64.1736111111111,250,204,240,36,758.4639999999999,500,936,248.2,1.23,0.33,7.33,1.67,246.92,65.45,1466.86,333.89,10087
1995-12-15T00:00:00.000Z,31.67361111111111,-64.1736111111111,250,204,240,36,758.4639999999999,1000,1362,293.2,1.8,0.39,7.33,1.67,359.09,77.31,1466.86,333.89,10087
1995-12-15T00:00:00.000Z,31.67361111111111,-64.1736111111111,250,204,240,36,758.4639999999999,2000,2090,407.8,2.76,0.54,7.33,1.67,551.01,107.53,1466.86,333.89,10087
1995-12-15T00:00:00.000Z,31.67361111111111,-64.1736111111111,250,204,240,36,758.4639999999999,5000,204,65.6,0.27,0.09,7.33,1.67,53.9,17.3,1466.86,333.89,10087
1995-12-16T00:00:00.000Z,31.667777777777783,-64.16805555555554,205,1403,1427,24,504.095,200,300,113.2,0.59,0.22,3.21,1.05,118.95,44.91,641.15,209.01,10087
1995-12-16T00:00:00.000Z,31.667777777777783,-64.16805555555554,205,1403,1427,24,504.095,500,417,134.2,0.83,0.27,3.21,1.05,165.6,53.24,641.15,209.01,10087
1995-12-16T00:00:00.000Z,31.667777777777783,-64.16805555555554,205,1403,1427,24,504.095,1000,458,133.4,0.91,0.26,3.21,1.05,181.71,52.93,641.15,209.01,10087
1995-12-16T00:00:00.000Z,31.667777777777783,-64.16805555555554,205,1403,1427,24,504.095,2000,365,102.2,0.72,0.2,3.21,1.05,144.81,40.55,641.15,209.01,10087
1995-12-16T00:00:00.000Z,31.667777777777783,-64.16805555555554,205,1403,1427,24,504.095,5000,76,43.8,0.15,0.09,3.21,1.05,30.07,17.38,641.15,209.01,10087
1995-12-16T00:00:00.000Z,31.667777777777783,-64.16722222222222,245,1333,1354,21,540.625,200,162,116.4,0.3,0.22,2.33,0.88,59.93,43.06,465.39,176.31,10087
1995-12-16T00:00:00.000Z,31.667777777777783,-64.16722222222222,245,1333,1354,21,540.625,500,658,174,1.22,0.32,2.33,0.88,243.27,64.37,465.39,176.31,10087
1995-12-16T00:00:00.000Z,31.667777777777783,-64.16722222222222,245,1333,1354,21,540.625,1000,262,112.2,0.48,0.21,2.33,0.88,96.78,41.51,465.39,176.31,10087
1995-12-16T00:00:00.000Z,31.667777777777783,-64.16722222222222,245,1333,1354,21,540.625,2000,120,55.6,0.22,0.1,2.33,0.88,44.25,20.57,465.39,176.31,10087
1995-12-16T00:00:00.000Z,31.667777777777783,-64.16722222222222,245,1333,1354,21,540.625,5000,57,18.4,0.11,0.03,2.33,0.88,21.16,6.81,465.39,176.31,10087
1996-01-30T00:00:00.000Z,31.660555555555554,-64.19111111111111,210,1019,1044,25,511.93800000000005,200,1368,278.4,2.67,0.54,6.25,1.34,534.28,108.76,1250.78,267.45,10088
1996-01-30T00:00:00.000Z,31.660555555555554,-64.19111111111111,210,1019,1044,25,511.93800000000005,500,1030,212,2.01,0.41,6.25,1.34,402.55,82.82,1250.78,267.45,10088
1996-01-30T00:00:00.000Z,31.660555555555554,-64.19111111111111,210,1019,1044,25,511.93800000000005,1000,352,98.2,0.69,0.19,6.25,1.34,137.52,38.36,1250.78,267.45,10088
1996-01-30T00:00:00.000Z,31.660555555555554,-64.19111111111111,210,1019,1044,25,511.93800000000005,2000,341,67.4,0.67,0.13,6.25,1.34,133.38,26.33,1250.78,267.45,10088
1996-01-30T00:00:00.000Z,31.660555555555554,-64.19111111111111,210,1019,1044,25,511.93800000000005,5000,110,28.6,0.22,0.06,6.25,1.34,43.05,11.17,1250.78,267.45,10088
1996-01-30T00:00:00.000Z,31.66583333333333,-64.17888888888889,190,2355,30,35,659.4,200,508,188.4,0.77,0.29,7.14,1.48,154.08,57.14,1427.54,295.6,10088
1996-01-30T00:00:00.000Z,31.66583333333333,-64.17888888888889,190,2355,30,35,659.4,500,1004,186.4,1.52,0.28,7.14,1.48,304.46,56.54,1427.54,295.6,10088
1996-01-30T00:00:00.000Z,31.66583333333333,-64.17888888888889,190,2355,30,35,659.4,1000,1253,225.4,1.9,0.34,7.14,1.48,380.04,68.37,1427.54,295.6,10088
